id,type,group,name
207,7,controller,yawRate
208,7,ctrltarget,x
209,7,ctrltarget,y
210,7,ctrltarget,z
211,7,ctrltarget,vx
212,7,ctrltarget,vy
213,7,ctrltarget,vz
214,7,ctrltarget,ax
215,7,ctrltarget,ay
216,7,ctrltarget,az
217,7,ctrltarget,roll
218,7,ctrltarget,pitch
219,7,ctrltarget,yaw
220,7,ctrltarget,thrust
221,1,ctrltarget,mode_x
222,1,ctrltarget,mode_y
223,1,ctrltarget,mode_z
224,1,ctrltarget,mode_roll
225,1,ctrltarget,mode_pitch
226,1,ctrltarget,mode_yaw
227,1,ctrltarget,mode_quat
228,5,ctrltargetZ,x
229,5,ctrltargetZ,y
230,5,ctrltargetZ,z
231,5,ctrltargetZ,vx
232,5,ctrltargetZ,vy
233,5,ctrltargetZ,vz
234,5,ctrltargetZ,ax
235,5,ctrltargetZ,ay
236,5,ctrltargetZ,az
237,7,mag,x
238,7,mag,y
239,7,mag,z
240,7,stabilizer,roll
241,7,stabilizer,pitch
242,7,stabilizer,yaw
243,7,stabilizer,thrust
244,7,stabilizer,rtStab
245,3,stabilizer,intToOut
246,7,stateEstimate,x
247,7,stateEstimate,y
248,7,stateEstimate,z
249,7,stateEstimate,vx
250,7,stateEstimate,vy
251,7,stateEstimate,vz
252,7,stateEstimate,ax
253,7,stateEstimate,ay
254,7,stateEstimate,az
255,7,stateEstimate,roll
256,7,stateEstimate,pitch
257,7,stateEstimate,yaw
258,7,stateEstimate,qx
259,7,stateEstimate,qy
260,7,stateEstimate,qz
261,7,stateEstimate,qw
262,5,stateEstimateZ,x
263,5,stateEstimateZ,y
264,5,stateEstimateZ,z
265,5,stateEstimateZ,vx
266,5,stateEstimateZ,vy
267,5,stateEstimateZ,vz
268,5,stateEstimateZ,ax
269,5,stateEstimateZ,ay
270,5,stateEstimateZ,az
271,3,stateEstimateZ,quat
272,5,stateEstimateZ,rateRoll
273,5,stateEstimateZ,ratePitch
274,5,stateEstimateZ,rateYaw
275,2,supervisor,info
276,1,sys,canfly
277,1,sys,isFlying
278,1,sys,isTumbled
279,4,sys,testLogParam
280,7,tdoaEngine,stRx
281,7,tdoaEngine,stEst
282,7,tdoaEngine,stTime
283,7,tdoaEngine,stFound
284,7,tdoaEngine,stCc
285,7,tdoaEngine,stHit
286,7,tdoaEngine,stMiss
287,7,tdoaEngine,cc
288,2,tdoaEngine,tof
289,7,tdoaEngine,tdoa
290,7,kalman_pred,predNX
291,7,kalman_pred,predNY
292,7,kalman_pred,measNX
293,7,kalman_pred,measNY
294,1,lighthouse,validAngles
295,7,lighthouse,rawAngle0x
296,7,lighthouse,rawAngle0y
297,7,lighthouse,rawAngle1x
298,7,lighthouse,rawAngle1y
299,7,lighthouse,angle0x
300,7,lighthouse,angle0y
301,7,lighthouse,angle1x
302,7,lighthouse,angle1y
303,7,lighthouse,angle0x_1
304,7,lighthouse,angle0y_1
305,7,lighthouse,angle1x_1
306,7,lighthouse,angle1y_1
307,7,lighthouse,angle0x_2
308,7,lighthouse,angle0y_2
309,7,lighthouse,angle1x_2
310,7,lighthouse,angle1y_2
311,7,lighthouse,angle0x_3
312,7,lighthouse,angle0y_3
313,7,lighthouse,angle1x_3
314,7,lighthouse,angle1y_3
315,7,lighthouse,rawAngle0xlh2
316,7,lighthouse,rawAngle0ylh2
317,7,lighthouse,rawAngle1xlh2
318,7,lighthouse,rawAngle1ylh2
319,7,lighthouse,angle0x_0lh2
320,7,lighthouse,angle0y_0lh2
321,7,lighthouse,angle1x_0lh2
322,7,lighthouse,angle1y_0lh2
323,2,lighthouse,width0
324,2,lighthouse,width1
325,2,lighthouse,width2
326,2,lighthouse,width3
327,1,lighthouse,comSync
328,2,lighthouse,bsAvailable
329,2,lighthouse,bsReceive
330,2,lighthouse,bsActive
331,2,lighthouse,bsCalUd
332,2,lighthouse,bsCalCon
333,1,lighthouse,status
334,7,lighthouse,posRt
335,7,lighthouse,estBs0Rt
336,7,lighthouse,estBs1Rt
337,7,lighthouse,x
338,7,lighthouse,y
339,7,lighthouse,z
340,7,lighthouse,delta
341,2,lighthouse,bsGeoVal
342,2,lighthouse,bsCalVal
343,7,lighthouse,disProb
344,7,pid_attitude,roll_outP
345,7,pid_attitude,roll_outI
346,7,pid_attitude,roll_outD
347,7,pid_attitude,roll_outFF
348,7,pid_attitude,pitch_outP
349,7,pid_attitude,pitch_outI
350,7,pid_attitude,pitch_outD
351,7,pid_attitude,pitch_outFF
352,7,pid_attitude,yaw_outP
353,7,pid_attitude,yaw_outI
354,7,pid_attitude,yaw_outD
355,7,pid_attitude,yaw_outFF
356,7,pid_rate,roll_outP
357,7,pid_rate,roll_outI
358,7,pid_rate,roll_outD
359,7,pid_rate,roll_outFF
360,7,pid_rate,pitch_outP
361,7,pid_rate,pitch_outI
362,7,pid_rate,pitch_outD
363,7,pid_rate,pitch_outFF
364,7,pid_rate,yaw_outP
365,7,pid_rate,yaw_outI
366,7,pid_rate,yaw_outD
367,7,pid_rate,yaw_outFF
368,7,ctrlINDI,cmd_thrust
369,7,ctrlINDI,cmd_roll
370,7,ctrlINDI,cmd_pitch
371,7,ctrlINDI,cmd_yaw
372,7,ctrlINDI,r_roll
373,7,ctrlINDI,r_pitch
374,7,ctrlINDI,r_yaw
375,7,ctrlINDI,u_act_dyn_p
376,7,ctrlINDI,u_act_dyn_q
377,7,ctrlINDI,u_act_dyn_r
378,7,ctrlINDI,du_p
379,7,ctrlINDI,du_q
380,7,ctrlINDI,du_r
381,7,ctrlINDI,ang_accel_ref_p
382,7,ctrlINDI,ang_accel_ref_q
383,7,ctrlINDI,ang_accel_ref_r
384,7,ctrlINDI,rate_d[0]
385,7,ctrlINDI,rate_d[1]
386,7,ctrlINDI,rate_d[2]
387,7,ctrlINDI,uf_p
388,7,ctrlINDI,uf_q
389,7,ctrlINDI,uf_r
390,7,ctrlINDI,Omega_f_p
391,7,ctrlINDI,Omega_f_q
392,7,ctrlINDI,Omega_f_r
393,7,ctrlINDI,n_p
394,7,ctrlINDI,n_q
395,7,ctrlINDI,n_r
396,7,ctrlMel,cmd_thrust
397,7,ctrlMel,cmd_roll
398,7,ctrlMel,cmd_pitch
399,7,ctrlMel,cmd_yaw
400,7,ctrlMel,r_roll
401,7,ctrlMel,r_pitch
402,7,ctrlMel,r_yaw
403,7,ctrlMel,accelz
404,7,ctrlMel,zdx
405,7,ctrlMel,zdy
406,7,ctrlMel,zdz
407,7,ctrlMel,i_err_x
408,7,ctrlMel,i_err_y
409,7,ctrlMel,i_err_z
410,7,posCtrlIndi,posRef_x
411,7,posCtrlIndi,posRef_y
412,7,posCtrlIndi,posRef_z
413,7,posCtrlIndi,velS_x
414,7,posCtrlIndi,velS_y
415,7,posCtrlIndi,velS_z
416,7,posCtrlIndi,velRef_x
417,7,posCtrlIndi,velRef_y
418,7,posCtrlIndi,velRef_z
419,7,posCtrlIndi,angS_roll
420,7,posCtrlIndi,angS_pitch
421,7,posCtrlIndi,angS_yaw
422,7,posCtrlIndi,angF_roll
423,7,posCtrlIndi,angF_pitch
424,7,posCtrlIndi,angF_yaw
425,7,posCtrlIndi,accRef_x
426,7,posCtrlIndi,accRef_y
427,7,posCtrlIndi,accRef_z
428,7,posCtrlIndi,accS_x
429,7,posCtrlIndi,accS_y
430,7,posCtrlIndi,accS_z
431,7,posCtrlIndi,accF_x
432,7,posCtrlIndi,accF_y
433,7,posCtrlIndi,accF_z
434,7,posCtrlIndi,accFT_x
435,7,posCtrlIndi,accFT_y
436,7,posCtrlIndi,accFT_z
437,7,posCtrlIndi,accErr_x
438,7,posCtrlIndi,accErr_y
439,7,posCtrlIndi,accErr_z
440,7,posCtrlIndi,phi_tilde
441,7,posCtrlIndi,theta_tilde
442,7,posCtrlIndi,T_tilde
443,7,posCtrlIndi,T_inner
444,7,posCtrlIndi,T_inner_f
445,7,posCtrlIndi,T_incremented
446,7,posCtrlIndi,cmd_phi
447,7,posCtrlIndi,cmd_theta
448,7,posCtl,targetVX
449,7,posCtl,targetVY
450,7,posCtl,targetVZ
451,7,posCtl,targetX
452,7,posCtl,targetY
453,7,posCtl,targetZ
454,7,posCtl,bodyVX
455,7,posCtl,bodyVY
456,7,posCtl,bodyX
457,7,posCtl,bodyY
458,7,posCtl,Xp
459,7,posCtl,Xi
460,7,posCtl,Xd
461,7,posCtl,Xff
462,7,posCtl,Yp
463,7,posCtl,Yi
464,7,posCtl,Yd
465,7,posCtl,Yff
466,7,posCtl,Zp
467,7,posCtl,Zi
468,7,posCtl,Zd
469,7,posCtl,Zff
470,7,posCtl,VXp
471,7,posCtl,VXi
472,7,posCtl,VXd
473,7,posCtl,VXff
474,7,posCtl,VYp
475,7,posCtl,VYi
476,7,posCtl,VYd
477,7,posCtl,VYff
478,7,posCtl,VZp
479,7,posCtl,VZi
480,7,posCtl,VZd
481,7,posCtl,VZff
482,7,ctrlLee,KR_x
483,7,ctrlLee,KR_y
484,7,ctrlLee,KR_z
485,7,ctrlLee,Kw_x
486,7,ctrlLee,Kw_y
487,7,ctrlLee,Kw_z
488,7,ctrlLee,Kpos_Px
489,7,ctrlLee,Kpos_Py
490,7,ctrlLee,Kpos_Pz
491,7,ctrlLee,Kpos_Dx
492,7,ctrlLee,Kpos_Dy
493,7,ctrlLee,Kpos_Dz
494,7,ctrlLee,thrustSi
495,7,ctrlLee,torquex
496,7,ctrlLee,torquey
497,7,ctrlLee,torquez
498,7,ctrlLee,rpyx
499,7,ctrlLee,rpyy
500,7,ctrlLee,rpyz
501,7,ctrlLee,rpydx
502,7,ctrlLee,rpydy
503,7,ctrlLee,rpydz
504,7,ctrlLee,error_posx
505,7,ctrlLee,error_posy
506,7,ctrlLee,error_posz
507,7,ctrlLee,error_velx
508,7,ctrlLee,error_vely
509,7,ctrlLee,error_velz
510,7,ctrlLee,omegax
511,7,ctrlLee,omegay
512,7,ctrlLee,omegaz
513,7,ctrlLee,omegarx
514,7,ctrlLee,omegary
515,7,ctrlLee,omegarz
516,7,kalman,stateX
517,7,kalman,stateY
518,7,kalman,stateZ
519,7,kalman,statePX
520,7,kalman,statePY
521,7,kalman,statePZ
522,7,kalman,stateD0
523,7,kalman,stateD1
524,7,kalman,stateD2
525,7,kalman,varX
526,7,kalman,varY
527,7,kalman,varZ
528,7,kalman,varPX
529,7,kalman,varPY
530,7,kalman,varPZ
531,7,kalman,varD0
532,7,kalman,varD1
533,7,kalman,varD2
534,7,kalman,q0
535,7,kalman,q1
536,7,kalman,q2
537,7,kalman,q3
538,7,kalman,rtUpdate
539,7,kalman,rtPred
540,7,kalman,rtFinal
541,6,outlierf,lhWin
542,7,estimator,rtApnd
543,7,estimator,rtRej
544,7,posEstAlt,estimatedZ
545,7,posEstAlt,estVZ
546,7,posEstAlt,velocityZ
547,1,DTR_P2P,rx_state
548,1,DTR_P2P,tx_state
549,7,indi,alp_raw_x
550,7,indi,alp_raw_y
551,7,indi,alp_raw_z
552,7,indi,alp_x
553,7,indi,alp_y
554,7,indi,alp_z
555,7,indi,tau_x
556,7,indi,tau_y
557,7,indi,tau_z
558,7,indi,alp_notch_x
559,7,indi,alp_notch_y
560,7,indi,alp_notch_z
